token,sentiment
adoration,0.5
adore,0.25
adored,0.25
adoring,0.5
adorn,0.375
adornment,0.25
adrift,0.25
adroit,0.4375
adroitly,0.625
adroitness,0.25
adsorbable,0.25
adsorbate,0.3125
adulate,0.5
adulterate,-0.3125
adulterated,-0.25
adulterer,-0.5
adulterine,-0.5
adulterous,-0.625
adulterously,0.375
advantage,0.3125
advantaged,0.625
advantageous,0.375
advantageously,0.625
advantageousness,0.25
advent,0.25
adventive,-0.875
adventure,0.3125
adventuresome,0.25
adventurous,0.25
adventurousness,-0.25
adversative,-0.5
adverse,-0.75
adversely,0.5
adversity,-0.5
advertent,0.5
advertently,0.625
advisable,0.5
advised,0.5
advisedly,0.375
advisement,0.25
advisory,0.375
advocate,-0.25
adynamia,-0.5
adynamic,-0.625
aegis,-0.5
aengus,0.375
aerie,0.5
aerobic,0.3125
aesthete,0.25
aesthetic,0.625
aesthetical,0.5
aesthetically,0.25
aesthetician,0.4375
affable,-0.375
affably,0.5
affaire,0.25
affairs,0.5
affectedly,-0.375
affectedness,-0.5
affecting,0.375
affectingly,0.375
affection,0.375
affectionate,0.625
affectionately,0.375
affectionateness,0.375
affianced,0.25
affirmable,0.625
affirmation,0.375
affirmative,0.416666667
affirmativeness,0.625
affirmatory,0.5
affirmer,0.375
afflatus,0.25
afflict,-0.5
afflicted,-0.625
affliction,-0.5
afflictive,-0.75
affluence,-0.25
affluent,-0.25
affray,-0.25
affront,-0.25
affronted,-0.375
afibrinogenemia,-0.625
aflicker,0.25
aflutter,-0.25
afraid,-0.53125
afterglow,0.25
afterthought,-0.25
agalactia,-0.625
agalactosis,-0.625
agamic,-0.75
agammaglobulinemia,-0.75
agamogenesis,-0.375
agamogenetic,-0.75
agamous,-0.75
agape,0.375
age-old,-0.25
aged,0.25
ageless,0.25
agent,0.3125
agglomerate,0.25
agglomerated,0.25
agglomerative,0.25
aggravated,-0.625
aggravation,-0.25
aggress,-0.75
aggression,-0.25
aggressive,0.291666667
aggressively,0.25
aggressiveness,-0.375
aggrieve,-0.375
aggro,-0.25
aggroup,0.5
agile,0.375
agilely,0.625
agitate,-0.25
agitated,-0.25
agitating,-0.5
agitation,-0.25
agitative,-0.5
agleam,0.25
aglow,0.25
agnail,-0.25
agnathan,-0.625
agnise,0.25
agnize,0.25
agnosia,-0.5
agnostic,0.25
agnostical,0.25
agnosticism,0.25
agog,0.5
agonadal,-0.25
agonise,-0.5
agonised,-0.75
agonising,-0.625
agonistical,-0.375
agonize,-0.5
agonized,-0.75
agonizing,-0.625
agony,-0.375
agoraphobic,-0.875
agranulocytosis,-0.5
agranulosis,-0.5
agrapha,-0.5
agree,0.3
agreeability,0.75
agreeable,0.416666667
agreeableness,0.5625
agreeably,0.625
ague,0.375
aguish,-0.625
ahistorical,-0.375
ahriman,-0.375
ahura,0.25
ail,-0.625
ailing,-0.5
ailurus,-0.5
aimless,0.25
aimlessly,0.5
aimlessness,0.375
air-dry,-0.625
air-slake,-0.625
air-tight,-0.3125
airheaded,-0.25
airily,0.5
airs,-0.5
airsick,-0.625
airstrip,-0.25
airtight,-0.3125
airy,-0.25
akaryocyte,-0.5
akaryote,-0.5
akin,-0.25
alacritous,0.375
alacrity,0.25
alalia,-0.75
alarmed,-0.5
alarming,-0.5
alarmingly,0.5
alas,-0.875
albigensianism,0.5
albinal,-0.5
albinic,-0.5
albinism,-0.75
albinistic,-0.5
albinotic,-0.5
albuginaceae,-0.25
albugo,-0.375
albuminuria,-0.625
alcalescent,-0.375
alcaptonuria,0.5
alcoholise,-0.25
alcoholize,-0.25
aldactone,-0.25
alee,0.25
alert,0.416666667
alertly,0.5
alertness,0.375
alexia,-0.375
alga,-0.25
algae,-0.25
algebraically,0.5
algolagnia,-0.625
algometry,-0.25
algophobia,-0.375
algophobic,-0.875
alibi,-0.25
alien,-0.416666667
alienage,-0.375
alienate,0.375
alienating,-0.625
alienation,-0.375
alienism,-0.375
alienist,-0.375
align,-0.25
alike,0.3125
alimental,0.375
alimentary,0.375
aliquant,-0.625
alive,0.395833333
aliyah,0.5
alkalemia,-0.5
alkalescent,-0.375
alkaline-loving,-0.375
alkalosis,-0.25
alkaptonuria,0.5
all,0.3125
all-embracing,0.375
all-encompassing,0.375
all-important,0.625
all-inclusive,0.375
all-knowing,0.25
all-out,-0.375
all-purpose,-0.75
all-time,0.375
all-victorious,-0.5
all-weather,-0.375
allargando,0.25
allegation,0.625
allegeable,0.625
allegement,0.625
allegorically,0.5
allegro,0.3125
allergic,-0.4375
alleviant,-0.5
alleviate,-0.375
alleviated,-0.625
alleviation,-0.25
alleviative,-0.625
alleviator,-0.4375
alleviatory,-0.625
alliaceae,-0.25
alliaceous,-0.5
alligatored,-0.375
alliteratively,0.5
allotropic,0.5
allotropical,0.5
allowably,0.5
alloyed,-0.625
allurement,0.25
alluring,0.375
ally,0.25
almond-shaped,0.25
alms,-0.5
alms-giving,-0.5
almsgiving,-0.5
aloeaceae,-0.625
aloft,0.375
aloneness,-0.5
aloof,0.375
aloofness,0.625
alp,0.5
alpestrine,0.5
alpha-lipoprotein,0.375
alpinism,-0.5
alpinist,-0.5
alright,0.625
alstroemeriaceae,-0.375
alter,-0.375
alterable,0.25
alterative,0.875
altercation,-0.25
altered,-0.25
alternation,-0.25
alternative,0.25
although,0.5
altissimo,0.5
altitudinous,0.5
altruism,0.75
altruistic,0.75
altruistically,0.5
alveolitis,-0.375
amain,-0.5
amalgamative,-0.75
amastia,-0.375
amateur,-0.25
amateurishly,0.375
amateurishness,-0.375
amati,0.25
amative,0.625
amativeness,0.375
amatory,0.375
amaurosis,-0.5
amaurotic,-0.25
amazed,-0.375
amazement,-0.5
amazing,0.625
amazingly,0.375
amberbell,-0.375
ambidextrous,-0.5
ambiguously,0.625
ambition,0.25
ambitionless,0.625
ambitiously,0.625
ambivalence,-0.375
ambivalency,-0.375
ambivalent,-0.4375
ambiversion,-0.375
ambiversive,-0.25
ambrosial,0.3125
ambrosian,0.3125
ambulate,-0.625
amebiasis,-0.625
amebiosis,-0.625
amelia,-0.625
ameliorating,-0.375
ameliorative,-0.375
amelioratory,-0.375
amendable,0.625
amended,0.25
amends,-0.3125
amenia,-0.625
amenity,0.375
amenorrhea,-0.625
amenorrhoea,-0.625
amentaceous,0.25
amentiferous,0.25
amethopterin,-0.75
ametria,-0.625
ametropic,-0.25
amiability,0.4375
amiably,0.5
amicability,-0.25
amicable,0.875
amicableness,-0.25
amicably,0.5
amigo,0.25
aminoaciduria,0.25
amiss,-0.21875
amity,-0.3125
ammonia,-0.25
ammoniate,-0.375
ammoniuria,-0.5
amnesiac,-0.4375
amnesic,-0.333333333
amobarbital,-0.375
amoebiasis,-0.625
amoebiosis,-0.625
amoral,-0.875
amoralism,0.75
amoralist,0.75
amorally,-0.875
amorist,0.25
amoristic,0.25
amorous,0.5
amorously,0.375
amorousness,0.375
amorphous,-0.541666667
amount,-0.5
amour,0.25
amphibolips,-0.625
amphipod,0.375
amphiprostylar,0.375
amphiprostyle,0.375
amphiprotic,0.5
amphistylar,0.375
amphoteric,0.5
amplify,0.625
ampulla,-0.5
amuse,0.875
amused,-0.25
amusement,-0.375
amusing,0.4375
amusingly,0.75
amusive,0.375
amygdaliform,0.25
amygdaline,0.25
amygdaloid,0.25
amygdaloidal,0.25
amyloidosis,-0.75
amyotonia,-0.5
amyxia,-0.375
anabolic,0.5
anacanthini,-0.625
anachronism,-0.375
anachronistically,0.5
anaclisis,0.375
anaerobe,-0.625
anaerobic,-0.375
anaerobiotic,-0.375
anaesthesia,-0.375
anaesthetic,-0.375
anaglyph,-0.625
anagogic,-0.25
anagogical,-0.25
analbuminemia,-0.5
analgesia,-0.75
analgetic,0.5
analogical,-0.625
analogous,-0.375
analogously,0.375
analphabetism,-0.375
analyzable,0.625
anapaestic,-0.5
anapestic,-0.5
anaphrodisia,-0.25
anaphrodisiac,0.5
anapsid,-0.5
anapurna,0.25
anarchic,-0.75
anarchical,-0.75
anarchically,0.375
anarchistic,-0.25
anasa,-0.25
anasarca,-0.5
anasarcous,-0.75
anastylosis,-0.375
anathemise,-0.375
anathemize,-0.375
anatomically,0.5
anatomize,0.5
anatoxin,-0.875
ancohuma,0.25
androgyny,0.75
anechoic,-0.75
anencephalic,-0.625
anencephalous,-0.625
anergy,0.25
aneroid,-0.5
anesthesia,-0.375
anesthetic,-0.375
anestrous,-0.625
aneuploid,-0.5
aneuploidy,-0.25
aneurism,-0.375
aneurysm,-0.375
angelic,0.5
angelical,0.5
angelically,0.5
anger,-0.3125
angiitis,-0.25
angina,-0.625
anginal,-0.25
anginose,-0.25
anginous,-0.25
angiopathy,-0.5
anglewing,0.25
angrily,-0.375
angry,-0.416666667
anguidae,-0.25
anguished,-0.625
angular,0.25
angulation,0.5
angus,0.375
angwantibo,0.375
anhedonia,-0.75
anicteric,0.5625
animadversion,-0.5
animadvert,-0.625
animal,-0.5
animalise,-0.5
animalize,-0.5
animated,0.25
animatedly,0.5
animating,0.5
animation,0.3125
animator,0.25
anionic,-0.5
anisogamete,-0.25
anisotropic,-0.875
anisotropically,0.5
ankylosaur,0.25
ankylosaurus,0.25
annapurna,0.25
annelida,0.25
annihilated,-0.25
annihilating,0.375
annihilation,-0.25
annihilative,0.375
annoyance,-0.416666667
annoyed,-0.375
annoying,-0.625
annually,-0.5
anoectochilus,0.25
anomalously,0.5
anomia,-0.5
anomic,0.625
anomie,0.625
anomy,0.625
anon,-0.25
anon.,-0.625
anonymous,-0.5
anonymously,-0.625
anopheles,-0.5
anopia,-0.375
anoplura,-0.5
anorchia,-0.625
anorchidism,-0.625
anorchism,-0.625
anorectic,-0.333333333
anorexic,-0.25
anorexigenic,-0.5
anorgasmia,-0.625
anosmia,-0.875
anosmic,-0.25
anostraca,-0.25
anovulation,-0.75
anoxemia,-0.5
anoxemic,-0.375
anoxia,-0.75
anoxic,-0.375
anser,-0.25
anseriformes,-0.5
answerable,0.25
antacid,-0.375
antagonist,0.25
antagonistic,-0.25
antagonistically,0.5
antediluvian,-0.375
antenatal,-0.25
antepartum,-0.25
anteriority,-0.5
anthelminthic,0.875
anthelmintic,0.875
antheraea,0.25
antheral,0.375
anthozoa,-0.625
anthracosis,-0.375
anthrax,-0.625
anti,-0.375
anti-intellectual,0.5
anti-semitic,-0.75
anti-semitism,-0.25
antibacterial,0.75
anticipant,0.625
anticipative,0.625
anticipatory,0.375
antifeminist,-0.75
antifertility,0.625
antifungal,0.875
antigonus,0.25
antimagnetic,-0.25
antimicrobial,0.75
antimicrobic,0.75
antinomianism,0.5
antiparallel,-0.25
antipathy,-0.3125
antipersonnel,-0.25
antiphlogistic,-0.625
antiphrasis,-0.25
antipsychotic,0.25
antipyresis,-0.375
antipyretic,0.625
antiquated,-0.5
antique,-0.3125
antisepticize,0.25
antisocial,-0.875
antitauon,0.375
antithesis,0.375
antithetically,0.5
antitoxin,0.25
antiviral,0.375
anuresis,-0.375
anuria,-0.375
anurous,-0.625
anxiety,-0.4375
anxious,-0.5625
anxiously,-0.25
anxiousness,-0.25
aorist,-0.25
aortitis,-0.5
apathetic,-0.75
apathetically,0.625
apathy,-0.25
apc,-0.25
ape,0.375
apelike,-0.625
aper,0.375
aperiodic,-0.375
aphakia,-0.75
aphakic,-0.25
aphasia,-0.375
aphasic,-0.666666667
aphonic,-0.75
aphrodisia,0.625
aphrodisiac,0.3125
aphrodisiacal,0.375
aphyllanthaceae,-0.25
apiculate,0.25
apish,-0.625
aplanatic,0.625
apologetic,-0.625
apologetically,0.5
apologise,-0.625
apologize,-0.625
apology,-0.5
apomictic,-0.75
apophasis,0.25
apophatism,0.25
apostate,-0.75
apothecary,0.25
apotheosis,0.75
apotropaic,-0.625
appalachian,0.25
appareled,-0.25
apparently,0.5
apparition,-0.375
apparitional,-0.25
appealable,0.5
appealing,-0.25
appealingly,0.625
appealingness,0.25
appease,0.25
appeasing,-0.625
appellative,0.5
appendicitis,-0.5
appendicularia,0.5
appetence,-0.375
appetency,-0.375
appetent,0.625
appetite,-0.375
applaudable,0.75
applecart,-0.25
applicable,0.375
appointed,0.375
apposable,0.625
appositeness,0.375
appositively,0.5
appraisal,0.25
appraising,0.5
appreciate,0.25
appreciated,0.4375
appreciation,0.5
appreciatively,0.5
appreciativeness,-0.375
apprehended,0.25
apprehensible,0.625
apprehension,-0.5
apprehensive,-0.291666667
apprehensively,-0.25
approachable,0.5
approbative,0.375
approbatory,0.375
appropriated,-0.875
appropriately,0.5
appropriateness,0.625
approval,0.4375
approving,0.375
approvingly,0.625
approximately,0.375
approximative,-0.75
apractic,-0.625
apraxia,-0.5
apraxic,-0.625
apres-ski,-0.25
apropos,0.25
apteral,-0.375
apterous,-0.25
aptly,0.625
aquaphobic,-0.875
arabesque,0.25
arable,0.75
arachnid,-0.25
arachnoid,-0.25
arame,-0.625
aranyaka,0.25
ararat,0.375
arbitrarily,0.375
arbitrariness,0.375
arborist,-0.25
arcade,-0.375
arcane,0.25
arced,0.25
arch,0.333333333
archaeozoic,-0.25
archaic,-0.5
archangel,0.875
archbishop,0.5
archducal,-0.375
arched,0.25
archeozoic,-0.25
archiannelid,-0.375
archimandrite,0.625
arching,0.25
archness,-0.625
arcidae,-0.5
arciform,0.25
arctic,-0.5
arctiid,0.25
arctiidae,-0.25
arcuate,0.25
ardently,0.5
ards,-0.875
arduous,-0.625
arduously,0.625
areflexia,-0.5
arginine,-0.625
arguable,0.625
argumentatively,0.5
argus-eyed,0.25
arhant,0.375
arhat,0.375
ariadne,0.375
arianism,0.25
aridness,-0.375
aright,0.5
aristocratically,0.375
aristolochiales,-0.25
arithmetically,0.5
arjuna,0.25
armadillidiidae,-0.375
armageddon,-0.625
armeria,-0.5
armor-clad,-0.375
armor-plated,-0.375
armored,0.25
armour-clad,-0.375
armour-plated,-0.375
arnoseris,0.25
around,0.25
arousal,0.25
arraign,-0.5
arrange,0.25
arrant,0.875
arrayed,-0.25
arrhythmic,-0.625
arrhythmical,-0.625
arriviste,-0.25
arrogate,-0.625
arrogator,-0.625
arrow-shaped,0.25
art,0.25
arteriectasia,-0.25
arteriectasis,-0.25
arteriosclerotic,-0.5
arteritis,-0.625
artfully,0.5
artfulness,0.625
arthralgia,-0.25
arthritis,-0.25
articulate,-0.5
articulated,0.5
articulately,0.375
artificial,-0.4375
artificiality,-0.375
artificially,-0.875
artistic,0.75
artistically,0.375
artistry,0.375
artlessly,0.5
artlessness,0.375
arty,-0.25
asafetida,-0.25
asafoetida,-0.25
asbestosis,-0.5
ascensional,-0.25
ascensive,-0.375
ascertainable,0.625
ascetical,0.375
ascetically,0.625
aschelminthes,0.25
ascribable,-0.375
aseptic,0.75
asexual,-0.625
asexuality,-0.625
asexually,0.5
ashamed,-0.75
ashamedly,-0.375
ashen,-0.25
aside,-0.625
asilidae,-0.375
asinine,-0.25
ask,0.5
askance,-0.375
asleep,-0.25
asocial,-0.875
aspartame,0.25
asperse,0.375
aspersion,0.375
aspheric,0.25
aspherical,0.25
asphyxia,-0.75
asphyxiate,-0.25
asphyxiating,-0.25
aspirant,0.4375
aspiration,0.25
aspiring,0.4375
ass-kisser,0.625
assail,-0.5
assailable,-0.625
assassination,-0.25
assault,-0.208333333
assaulted,0.25
assaultive,0.375
assay,0.3125
assayer,0.25
assentient,0.25
assenting,-0.25
assertable,0.625
asserted,0.5
asserter,0.375
assertion,0.25
assertively,0.375
assessable,0.4375
assessment,0.25
asset,0.625
asseveration,0.25
asseverator,0.375
assiduity,0.25
assiduousness,0.25
assignable,0.25
assimilate,0.25
assimilating,-0.875
assimilative,-0.875
assimilatory,-0.875
assistive,0.5
associable,0.625
associate,-0.375
associative,-0.75
associatory,-0.75
assoil,-0.5
assorted,-0.25
assuagement,-0.25
assuasive,0.25
assume,-0.333333333
assuming,0.25
assumption,-0.5
assure,0.4375
assured,0.3125
assuredly,-0.375
assuring,0.5
astasia,-0.75
astatic,-0.375
asteriated,0.75
asterisked,0.25
astern,-0.25
asternal,-0.625
asthenia,-0.375
asthenosphere,-0.25
astheny,-0.375
asthma,-0.25
astigmatism,-0.625
astigmia,-0.625
astomatal,-0.25
astomatous,-0.625
astonied,-0.375
astonished,-0.375
astonishing,0.4375
astonishingly,0.375
astonishment,-0.5
astounded,-0.375
astral,0.25
astraphobia,0.25
astringence,-0.25
astringency,-0.25
astrophysicist,-0.25
astute,0.25
astutely,0.375
astylar,-0.25
asura,-0.375
asvins,0.25
asymmetric,-0.375
asymmetrical,-0.5
asymmetrically,0.375
asymmetry,-0.5
asynchronous,-0.75
asyndetic,-0.25
asynergia,-0.75
asynergy,-0.75
asystole,-0.625
atactic,-0.25
ataractic,-0.3125
ataraxia,0.375
ataraxic,-0.375
ataraxis,-0.375
ataxia,-0.75
ataxic,-0.25
ataxy,-0.75
atheism,0.25
atheist,-0.25
atheistic,-0.25
atheistical,-0.25
athirst,-0.625
athletics,-0.25
ativan,-0.25
atm,0.5
atonal,-0.5
atonalism,-0.25
atonality,-0.25
atone,0.25
atonement,-0.5
atonia,-0.5
atonic,-0.625
atonicity,-0.5
atony,-0.5
atopognosia,-0.5
atopognosis,-0.5
atoxic,-0.5
atrabilious,-0.625
atrocious,-0.708333333
atrociously,0.5
atrociousness,-0.875
atrocity,-0.875
atrophy,-0.375
attachable,0.625
attack,-0.25
attacking,0.375
attainable,0.625
attemptable,0.625
attempted,-0.375
attentive,0.4375
attentively,0.625
attentiveness,0.375
attenuate,-0.3125
attenuated,-0.375
attest,0.3125
attestant,0.75
attested,0.5
attester,0.75
attire,-0.25
attired,-0.25
attitudinise,-0.375
attitudinize,-0.375
attractable,0.625
attraction,0.25
attractive,0.5
attractively,0.625
attractiveness,0.375
attributable,0.625
attributively,0.5
attrition,-0.208333333
attuned,0.5
atypical,-0.666666667
atypically,0.375
audacious,0.5
audaciously,0.375
audenesque,0.375
audible,0.25
audibly,0.625
audition,0.25
auditor,-0.375
augean,-0.875
aureate,-0.25
auriform,0.25
auspicate,0.5
auspice,0.375
auspices,-0.5
auspicious,0.75
authentic,0.3125
authentically,-0.25
authenticated,0.5
authenticity,0.25
authorised,-0.3125
authoritarianism,-0.625
authoritatively,0.375
authorized,-0.3125
autism,-0.5
autistic,-0.625
autocrat,-0.25
autocratically,0.3125
autoerotic,0.375
autoloading,0.5
automatic,-0.625
automatically,0.375
automatism,-0.375
automysophobia,-0.625
autonomous,0.375
autotype,0.25
avail,0.25
available,0.25
avariciously,0.375
avenge,-0.25
average,-0.395833333
averment,0.25
aversion,-0.375
aversive,-0.5
avertable,0.625
avertible,0.625
avidly,0.5
avirulent,-0.75
avitaminosis,-0.25
avoidable,0.625
avoidance,0.5
avowed,0.375
avowedly,-0.25
avuncular,0.5
awake,0.208333333
award,0.375
aware,0.375
awareness,0.375
away,-0.333333333
awe-inspiring,0.75
aweary,0.25
awed,0.25
awesome,0.75
awestricken,0.25
awestruck,0.25
awful,-0.25
awfully,0.416666667
awing,0.75
awkward,-0.475
awkwardly,0.375
awninged,-0.375
awnless,-0.375
axenic,-0.75
axially,0.5
axiom,-0.375
axiomatic,-0.625
azonic,-0.375
azygos,-0.375
azygous,-0.375
azymia,-0.625
b-meson,-0.25
b.o.,-0.5
babble,-0.291666667
babbler,-0.25
babe,-0.5
baccate,0.375
bacciferous,0.375
back-number,-0.5
backbiter,0.375
backbreaking,-0.75
backgrounding,-0.5
backhanded,0.25
backless,-0.25
backlog,-0.75
backseat,-0.375
backslap,-0.25
backslide,-0.5
backstair,0.25
backstairs,0.25
backup,-0.625
backward,0.375
bactericidal,0.5
bacteriolysis,-0.375
bacteriolytic,-0.5
bacteriostatic,-0.5
bacteroides,-0.625
bad,-0.558823529
bad-tempered,-0.5
baddie,-0.25
badge,0.25
badger,-0.25
badinage,-0.25
badly,-0.444444444
badness,-0.875
baffled,-0.625
bafflement,-0.5
baffling,-0.625
bagascosis,-0.25
bagassosis,-0.25
bagatelle,0.375
bailable,0.25
baked,-0.25
balancer,-0.5
balarama,0.25
bald,-0.416666667
balder,0.25
balderdash,0.375
baldly,0.5
baldness,-0.625
baldr,0.25
baleful,-0.4375
balefully,0.5
balefulness,-0.75
balenciaga,0.25
balking,-0.375
balky,-0.375
ball,-0.25
balletic,0.25
balletomania,0.5
balloonist,-0.25
balls-up,-0.625
ballup,-0.625
ballyhoo,-0.375
balmy,0.25
bamboozle,0.5
banausic,0.25
band,0.25
bandaged,-0.375
bane,-0.625
baneful,-0.5625
bang,0.21875
bang-up,0.625
bangle,-0.25
bankruptcy,-0.75
banner,0.5
banquet,0.25
banter,-0.25
bantering,0.5
banzai,-0.5
barbarise,0.25
barbarity,-0.875
barbarize,0.25
barbarous,-0.625
barbarously,0.5
barbarousness,-0.875
barbellate,-0.5
bardolatry,-0.375
bare,-0.375
bare-ass,0.625
bare-assed,0.625
bare-breasted,0.25
bare-knuckle,-0.625
bare-knuckled,-0.625
bareback,-0.5625
barebacked,-0.5625
bareboat,-0.625
bareboating,0.25
barefoot,-0.25
barefooted,-0.25
bareness,-0.375
bargain,0.375
barge,-0.25
baritone,-0.25
barnacled,-0.375
baroness,0.25
baronial,0.5
barony,0.25
barrack,-0.25
barreled,0.25
barrelled,0.25
barren,-0.583333333
barricade,-0.25
basal,0.25
base,-0.34375
baseborn,-0.4375
baseless,-0.5
bash,0.375
bashfully,0.625
bashfulness,-0.375
basidiospore,0.25
basidiosporous,-0.375
basketmaker,0.25
basketweaver,0.25
basophil,0.375
basophile,0.375
bass,-0.375
bassine,0.25
bastard,-0.541666667
bastardly,-0.375
bastioned,0.25
bated,-0.375
bathos,-0.375
batrachomyomachia,-0.25
bats,-0.375
batten,0.25
battered,-0.5625
battery,-0.375
battle,-0.25
battle-ax,0.25
battle-axe,0.25
battle-scarred,-0.5
battleful,0.625
battue,-0.25
batty,-0.375
bauble,-0.25
bawdily,0.5
bawdy,-0.75
beaded,-0.3125
beading,-0.25
beadwork,-0.25
beady-eyed,-0.5
beaker,-0.5
beakless,-0.625
beaklike,-0.25
beam,0.3125
beamy,0.25
bearable,-0.5
beardown,-0.25
bearing,0.3125
beast,-0.5
beastliness,-0.6875
beat-up,-0.625
beatable,-0.375
beaten,-0.25
beaten-up,-0.625
beatification,0.375
beatified,0.375
beatrice,0.25
