token,sentiment
collapse,-0.4
collapsed,-0.4
collapses,-0.4
collapsing,-0.4
collide,-0.2
collides,-0.2
colliding,-0.2
collision,-0.4
collisions,-0.4
colluding,-0.6
combat,-0.2
combats,-0.2
commend,0.4
commended,0.4
commit,0.2
commitment,0.4
commits,0.2
committed,0.2
committing,0.2
comprehensive,0.4
confidence,0.4
conflict,-0.4
conflicting,-0.4
conflicts,-0.4
confuse,-0.4
confused,-0.4
confusing,-0.4
congrats,0.4
congratulate,0.4
congratulation,0.4
congratulations,0.4
conspiracy,-0.6
controversial,-0.4
controversially,-0.4
convince,0.2
convinced,0.2
convinces,0.2
cool,0.2
cool stuff,0.6
corpse,-0.2
costly,-0.4
courtesy,0.4
cover-up,-0.6
coziness,0.4
cramp,-0.2
crap,-0.6
crash,-0.4
crazy,-0.4
creative,0.4
cried,-0.4
cries,-0.2
crime,-0.6
criminal,-0.6
criminals,-0.6
crisis,-0.6
critic,-0.4
criticize,-0.4
criticized,-0.4
criticizes,-0.4
criticizing,-0.4
critics,-0.4
cruel,-0.6
cruelty,-0.6
cry,-0.2
crying,-0.4
cunt,-1.0
curse,-0.2
cut,-0.2
cute,0.4
cuts,-0.2
cutting,-0.2
cynicism,-0.4
damage,-0.6
damages,-0.6
damn,-0.8
damned,-0.8
danger,-0.4
darkest,-0.4
dead,-0.6
deadlock,-0.4
deafening,-0.2
dear,0.4
dearly,0.6
death,-0.4
debt,-0.4
deceive,-0.6
deceived,-0.6
deceives,-0.6
deceiving,-0.6
deception,-0.6
defect,-0.6
defects,-0.6
defender,0.4
defenders,0.4
defer,-0.2
defering,-0.2
deficit,-0.4
delay,-0.2
delayed,-0.2
delight,0.6
delighted,0.6
demonstration,-0.2
denied,-0.4
denier,-0.4
deniers,-0.4
denies,-0.4
denounce,-0.4
denounces,-0.4
deny,-0.4
denying,-0.4
depressed,-0.4
depressing,-0.4
derail,-0.4
derails,-0.4
deride,-0.4
derided,-0.4
derides,-0.4
deriding,-0.4
derision,-0.4
desire,0.2
desired,0.4
despair,-0.6
despairs,-0.6
desperate,-0.6
desperately,-0.6
destroy,-0.6
destroyed,-0.6
destroys,-0.6
destruction,-0.6
detain,-0.4
detained,-0.4
detention,-0.4
devastated,-0.4
devastating,-0.4
devoted,0.6
dick,-0.8
dickhead,-0.8
die,-0.6
died,-0.6
difficult,-0.2
dilemma,-0.2
dire,-0.6
dirt,-0.4
dirtier,-0.4
dirtiest,-0.4
dirty,-0.4
disabling,-0.2
disappear,-0.2
disappeared,-0.2
disappears,-0.2
disappoint,-0.4
disappointed,-0.4
disappointing,-0.4
disappointment,-0.4
disappointments,-0.4
disappoints,-0.4
disaster,-0.4
disasters,-0.4
disastrous,-0.6
discord,-0.4
disgust,-0.6
disgusting,-0.6
dishonest,-0.4
dismayed,-0.4
dispute,-0.4
disputed,-0.4
disputes,-0.4
disputing,-0.4
disrespect,-0.4
disruption,-0.4
disruptions,-0.4
disruptive,-0.4
dissy,-0.2
distort,-0.4
distorted,-0.4
distorting,-0.4
distorts,-0.4
distract,-0.4
distracted,-0.4
distraction,-0.4
distracts,-0.4
distrust,-0.6
dithering,-0.4
dodging,-0.4
dodgy,-0.4
does not work,-0.6
dont like,-0.4
doom,-0.4
doomed,-0.4
doubt,-0.2
doubts,-0.2
downside,-0.4
drag,-0.2
dragged,-0.2
drags,-0.2
dread,-0.4
dream,0.2
dreams,0.2
drop,-0.2
drown,-0.4
drowned,-0.4
drowns,-0.4
drunk,-0.4
dubious,-0.4
dud,-0.4
dumb,-0.6
dump,-0.2
dumped,-0.4
dysfunction,-0.4
eager,0.4
ease,0.4
eerie,-0.4
eery,-0.4
effective,0.4
effectively,0.4
embarrass,-0.4
embarrassed,-0.4
embarrasses,-0.4
embarrassing,-0.4
embrace,0.2
emergency,-0.4
encourage,0.4
encouraged,0.4
encourages,0.4
endorse,0.4
endorsed,0.4
endorsement,0.4
endorses,0.4
enemies,-0.4
enemy,-0.4
engage,0.2
engages,0.2
enjoy,0.4
enjoying,0.4
enjoys,0.4
enlightening,0.4
enslave,-0.4
enslaved,-0.4
enslaves,-0.4
ensure,0.2
ensuring,0.2
entertaining,0.4
envies,-0.2
envy,-0.2
envying,-0.2
escate,-0.2
escates,-0.2
escating,-0.2
ethical,0.4
eviction,-0.2
evil,-0.6
exaggerate,-0.4
exaggerated,-0.4
exaggerates,-0.4
exaggerating,-0.4
excellence,0.6
excellent,0.6
excited,0.6
excitement,0.6
exciting,0.6
exclude,-0.2
excluded,-0.4
exclusion,-0.2
exclusive,0.4
excuse,-0.2
exhausted,-0.4
expand,0.2
expands,0.2
expel,-0.4
expelled,-0.4
expelling,-0.4
expels,-0.4
exploit,-0.4
exploited,-0.4
exploiting,-0.4
exploits,-0.4
expose,-0.2
exposed,-0.2
exposes,-0.2
exposing,-0.2
extend,0.2
extends,0.2
fabulous,0.8
facinate,0.6
facinated,0.6
facinating,0.6
fad,-0.4
faggot,-0.6
faggots,-0.6
fail,-0.4
failed,-0.4
failing,-0.4
fails,-0.4
failure,-0.4
fair,0.4
faith,0.2
faithful,0.6
fake,-0.6
fakes,-0.6
faking,-0.6
falling,-0.2
falsified,-0.6
falsify,-0.6
fame,0.2
fan,0.6
fantastic,0.8
farce,-0.2
fascist,-0.4
fascists,-0.4
fatalities,-0.6
fatality,-0.6
favor,0.4
favorite,0.4
favorited,0.4
favorites,0.4
favors,0.4
fear,-0.4
fearful,-0.4
fearing,-0.4
fearless,0.4
fed up,-0.6
feeble,-0.4
feeble,-0.4
feel,0.2
feeling,0.2
felonies,-0.6
felony,-0.6
fiasco,-0.6
fight,-0.2
fine,0.4
fire,-0.4
fired,-0.4
firing,-0.4
fitness,0.2
flagship,0.4
flees,-0.2
flop,-0.4
flops,-0.4
flu,-0.4
fool,-0.4
fools,-0.4
forget,-0.2
forgetful,-0.4
forgotten,-0.2
frantic,-0.2
fraud,-0.8
fraudster,-0.8
fraudsters,-0.8
fraudulent,-0.8
free,0.2
frenzy,-0.6
fresh,0.2
friendly,0.4
frightened,-0.4
frikin,-0.4
frustration,-0.4
ftw,0.6
fuck,-0.8
fucked,-0.8
fuckers,-0.8
fucking,-0.8
fud,-0.6
fulfill,0.4
fulfilled,0.4
fulfills,0.4
fun,0.8
funeral,-0.2
funky,0.4
funny,0.8
furious,-0.6
gag,-0.4
gagged,-0.4
gain,0.4
gained,0.4
gaining,0.4
gains,0.4
ghost,-0.2
glad,0.6
gloom,-0.2
glorious,0.4
god,0.2
goddamn,-0.6
good,0.6
grace,0.2
grand,0.6
grant,0.2
granted,0.2
granting,0.2
grants,0.2
grateful,0.6
grave,-0.4
gray,-0.2
great,0.6
greater,0.6
greatest,0.6
greed,-0.6
green wash,-0.6
green washing,-0.6
greenwash,-0.6
greenwasher,-0.6
greenwashers,-0.6
greenwashing,-0.6
greet,0.2
greeted,0.2
greeting,0.2
greetings,0.4
greets,0.2
grey,-0.2
grief,-0.4
gross,-0.4
growing,0.2
growth,0.4
guilt,-0.6
guilty,-0.6
gun,-0.2
hacked,-0.2
hail,0.4
hailed,0.4
happiness,0.6
happy,0.6
hard,-0.2
harm,-0.4
harmed,-0.4
harmful,-0.4
harming,-0.4
harms,-0.4
hate,-0.6
haunt,-0.2
haunted,-0.4
haunting,0.2
haunts,-0.2
havoc,-0.4
healthy,0.4
heartbroken,-0.6
hell,-0.8
help,0.4
help,0.4
helping,0.4
helpless,-0.4
helps,0.4
hero,0.4
heroes,0.4
heroic,0.6
highlight,0.4
hilarious,0.4
hoax,-0.4
honest,0.4
honor,0.4
honour,0.4
hope,0.4
hopeful,0.4
hopefully,0.4
hopeless,-0.4
hopelessness,-0.4
hopes,0.4
hoping,0.4
horrible,-0.6
horrific,-0.6
hostile,-0.4
huckster,-0.4
hug,0.4
huge,0.2
hugs,0.4
humerous,0.6
humor,0.6
humour,0.6
hunger,-0.4
hunger,-0.4
hurrah,1.0
hurt,-0.4
hurting,-0.4
hurts,-0.4
hysteria,-0.6
idiot,-0.6
idiotic,-0.6
ignorance,-0.4
ignore,-0.2
ignored,-0.4
ignores,-0.2
ill,-0.4
illegal,-0.6
illiteracy,-0.4
illness,-0.4
illnesses,-0.4
imperfect,-0.4
importance,0.4
important,0.4
impose,-0.2
imposed,-0.2
imposes,-0.2
imposing,-0.2
impotent,-0.4
impress,0.6
impressed,0.6
impresses,0.6
impressive,0.6
improve,0.4
improved,0.4
improvement,0.4
improves,0.4
improving,0.4
inability,-0.4
inaction,-0.4
inadequate,-0.4
incompetence,-0.4
inconvenient,-0.4
increase,0.2
increased,0.2
indifferent,-0.4
indignation,-0.4
indoctrinate,-0.4
indoctrinated,-0.4
indoctrinates,-0.4
indoctrinating,-0.4
ineffective,-0.4
ineffectively,-0.4
infringement,-0.4
infuriate,-0.4
infuriates,-0.4
inhibit,-0.2
injury,-0.4
injustice,-0.4
innovate,0.2
innovates,0.2
innovation,0.2
inquisition,-0.4
insane,-0.4
insanity,-0.4
insensitivity,-0.4
insipid,-0.4
inspiration,0.4
inspirational,0.4
inspire,0.4
inspires,0.4
inspiring,0.6
intact,0.4
integrity,0.4
intense,0.2
interest,0.2
interested,0.4
interesting,0.4
interests,0.2
interrupt,-0.4
interrupted,-0.4
interrupting,-0.4
interruption,-0.4
interrupts,-0.4
intimidate,-0.4
intimidated,-0.4
intimidates,-0.4
intimidating,-0.4
inviting,0.2
ironic,-0.2
irony,-0.2
irrational,-0.2
irreversible,-0.2
jackass,-0.8
jackasses,-0.8
jailed,-0.4
jeopardy,-0.4
jerk,-0.6
jesus,0.2
join,0.2
joke,0.4
joy,0.6
justice,0.4
justifiably,0.4
kill,-0.6
killing,-0.6
kills,-0.6
kind,0.4
kiss,0.4
kudos,0.6
lack,-0.4
lag,-0.2
lagged,-0.4
lagging,-0.4
lags,-0.4
lame,-0.4
landmark,0.4
laugh,0.2
laughing,0.2
laughs,0.2
launched,0.2
lawsuit,-0.4
lawsuits,-0.4
leak,-0.2
leaked,-0.2
leave,-0.2
legal,0.2
legally,0.2
liar,-0.6
liars,-0.6
libelous,-0.4
lie,-0.4
lied,-0.4
life,0.4
like,0.4
liked,0.4
likes,0.4
limitation,-0.2
limited,-0.2
limits,-0.2
litigation,-0.2
lively,0.4
lobby,-0.4
lobbying,-0.4
lol,0.6
lonely,-0.4
loom,-0.2
loomed,-0.2
looming,-0.2
looms,-0.2
loose,-0.6
looses,-0.6
losing,-0.6
loss,-0.6
lost,-0.6
love,0.6
lovely,0.6
lowest,-0.2
luck,0.6
lunatic,-0.6
lunatics,-0.6
lurk,-0.2
lurking,-0.2
lurks,-0.2
mad,-0.6
made-up,-0.2
madly,-0.6
madness,-0.6
mandatory,-0.2
manipulated,-0.2
manipulating,-0.2
manipulation,-0.2
matter,0.2
matters,0.2
meaningful,0.4
meaningless,-0.4
medal,0.6
mercy,0.4
mess,-0.4
messed,-0.4
messing up,-0.4
mindless,-0.4
mischief,-0.4
mischiefs,-0.4
misery,-0.4
misinformation,-0.4
misinformed,-0.4
misleading,-0.6
misread,-0.2
misreporting,-0.4
miss,-0.4
missed,-0.4
mistake,-0.4
mistaken,-0.4
mistakes,-0.4
mistaking,-0.4
mongering,-0.4
monopolizing,-0.4
motherfucker,-1.0
motherfucking,-1.0
murder,-0.4
murderer,-0.4
myth,-0.2
nasty,-0.6
negative,-0.4
neglect,-0.4
neglected,-0.4
neglecting,-0.4
neglects,-0.4
nerves,-0.2
nervous,-0.4
nice,0.6
nifty,0.4
nigga,-1.0
nigger,-1.0
no,-0.2
no fun,-0.6
noble,0.4
nonsense,-0.4
not good,-0.4
not working,-0.6
notorious,-0.4
novel,0.4
nuts,-0.6
obliterate,-0.4
obliterated,-0.4
obscene,-0.4
obsolete,-0.4
obstacle,-0.4
obstacles,-0.4
offend,-0.4
offended,-0.4
offender,-0.4
offending,-0.4
offends,-0.4
offline,-0.2
oks,0.4
ominous,0.6
opportunities,0.4
opportunity,0.4
optimism,0.4
outrage,-0.6
outraged,-0.6
outreach,0.4
outstanding,1.0
overload,-0.2
overreact,-0.4
overreacted,-0.4
overreacts,-0.4
oversell,-0.4
overselling,-0.4
oversells,-0.4
oversimplification,-0.4
oversimplified,-0.4
oversimplifies,-0.4
oversimplify,-0.4
overweight,-0.2
oxymoron,-0.2
pain,-0.4
panic,-0.6
paradox,-0.2
parley,-0.2
pathetic,-0.4
pay,-0.2
peace,0.4
peaceful,0.4
peacefully,0.4
penalty,-0.4
perfect,0.6
perfected,0.4
perfectly,0.6
perfects,0.4
peril,-0.4
perjury,-0.6
perpetrator,-0.4
perpetrators,-0.4
pessimism,-0.4
picturesque,0.4
piss,-0.8
pissed,-0.8
pity,-0.4
pleasant,0.6
please,0.2
pleased,0.6
poised,-0.4
poison,-0.4
poisoned,-0.4
poisons,-0.4
pollute,-0.4
polluted,-0.4
polluter,-0.4
polluters,-0.4
pollutes,-0.4
poor,-0.4
poorer,-0.4
poorest,-0.4
popular,0.6
positive,0.4
positively,0.4
postpone,-0.2
postponed,-0.2
postpones,-0.2
postponing,-0.2
poverty,-0.2
praise,0.6
praised,0.6
praising,0.6
prases,0.6
pray,0.2
praying,0.2
prays,0.2
prblm,-0.4
prblms,-0.4
prepaired,0.2
pressure,-0.2
pretend,-0.2
pretending,-0.2
pretends,-0.2
pretty,0.2
prevent,-0.2
prevented,-0.2
preventing,-0.2
prevents,-0.2
prick,-1.0
problem,-0.4
problems,-0.4
profiteer,-0.4
progress,0.4
promise,0.2
promised,0.2
promises,0.2
promote,0.2
promoted,0.2
promotes,0.2
promoting,0.2
propaganda,-0.4
prosecute,-0.2
prosecuted,-0.4
prosecutes,-0.2
prosecution,-0.2
prospect,0.2
prospects,0.2
prosperous,0.6
protect,0.2
protected,0.2
protects,0.2
protest,-0.4
protesters,-0.4
protesting,-0.4
protests,-0.4
proud,0.4
proudly,0.4
pseudoscience,-0.6
punish,-0.4
punishes,-0.4
punitive,-0.4
questioned,-0.2
rainy,-0.2
rant,-0.6
ranter,-0.6
ranters,-0.6
rants,-0.6
rape,-0.8
rash,-0.4
reach,0.2
reached,0.2
reaches,0.2
reaching,0.2
recommend,0.4
recommended,0.4
recommends,0.4
refuse,-0.4
refused,-0.4
refusing,-0.4
regret,-0.4
reject,-0.2
rejected,-0.2
rejecting,-0.2
rejects,-0.2
rejoice,0.8
rejoiced,0.8
rejoices,0.8
rejoicing,0.8
relaxed,0.4
remarkable,0.4
rescue,0.4
rescued,0.4
rescues,0.4
resign,-0.2
resigned,-0.2
resigning,-0.2
resigns,-0.2
resolve,0.4
resolved,0.4
resolves,0.4
resolving,0.4
responsible,0.4
restless,-0.4
restore,0.2
restored,0.2
restores,0.2
restoring,0.2
restrict,-0.4
restricted,-0.4
restricting,-0.4
restriction,-0.4
restricts,-0.4
retained,-0.2
retarded,-0.4
revive,0.4
revives,0.4
reward,0.4
rewarded,0.4
rewarding,0.4
rewards,0.4
rich,0.4
ridiculous,-0.6
rig,-0.2
rigged,-0.2
right direction,0.6
rigorous,0.6
rigorously,0.6
riot,-0.4
riots,-0.4
risk,-0.4
risks,-0.4
rob,-0.4
robed,-0.4
robing,-0.4
robs,-0.4
ruin,-0.4
ruining,-0.4
sabotage,-0.4
sad,-0.4
sadden,-0.4
saddenede,-0.4
sadly,-0.4
sappy,-0.2
sarcastic,-0.4
satisfied,0.4
save,0.4
saved,0.4
scam,-0.4
scams,-0.4
scandal,-0.6
scandalous,-0.6
scandals,-0.6
scapegoat,-0.4
scapegoats,-0.4
scare,-0.4
scared,-0.4
sceptical,-0.4
sceptics,-0.4
scoop,0.6
screwed,-0.4
screwed up,-0.6
secure,0.4
secured,0.4
secures,0.4
seduced,-0.2
selfish,-0.6
selfishness,-0.6
sentence,-0.4
sentenced,-0.4
sentences,-0.4
sentencing,-0.4
sexy,0.6
shade,-0.2
shading,-0.2
shaky,-0.4
shame,-0.4
shameful,-0.4
share,0.2
shared,0.2
shares,0.2
shit,-0.8
shithead,-0.8
shitty,-0.6
shock,-0.4
shocked,-0.4
shocking,-0.4
shocks,-0.4
shoot,-0.2
short-sighted,-0.4
short-sightness,-0.4
shortage,-0.4
shortages,-0.4
shrew,-0.8
shy,-0.2
sick,-0.4
sigh,-0.4
silencing,-0.2
silly,-0.4
sinful,-0.6
singleminded,-0.4
skeptic,-0.4
skepticism,-0.4
skeptics,-0.4
slam,-0.4
slash,-0.4
slashed,-0.4
slashes,-0.4
slashing,-0.4
sleeplessness,-0.4
slut,-1.0
smart,0.2
smear,-0.4
smile,0.4
smiling,0.4
smog,-0.4
snub,-0.4
snubs,-0.4
sobering,0.2
solid,0.4
solidarity,0.4
solution,0.2
solutions,0.2
solve,0.2
solved,0.2
solves,0.2
solving,0.2
some kind,0.0
son-of-a-bitch,-1.0
sore,-0.2
sorry,-0.2
spark,0.2
sparkle,0.6
sparkles,0.6
sparkling,0.6
spirit,0.2
stab,-0.4
stabbed,-0.4
stable,0.4
stabs,-0.4
stall,-0.4
stalled,-0.4
stalling,-0.4
stampede,-0.4
starve,-0.4
starved,-0.4
starves,-0.4
starving,-0.4
steal,-0.4
steals,-0.4
stimulate,0.2
stimulated,0.2
stimulates,0.2
stimulating,0.4
stolen,-0.4
stop,-0.2
stopped,-0.2
stopping,-0.2
stops,-0.2
straight,0.2
strangely,-0.2
strangled,-0.4
strength,0.4
strengthen,0.4
strengthened,0.4
strengthening,0.4
strengthens,0.4
stressor,-0.4
stressors,-0.4
strike,-0.2
strike,-0.4
strikers,-0.4
strikes,-0.2
strong,0.4
stronger,0.4
strongest,0.4
stunning,0.8
stupid,-0.4
substantial,0.2
success,0.4
successful,0.6
suck,-0.6
sucks,-0.6
suffer,-0.4
suffer,-0.4
suffering,-0.4
suffers,-0.4
suicide,-0.4
suing,-0.4
sulking,-0.4
sunshine,0.4
super,0.6
superb,1.0
support,0.4
support,0.2
supported,0.4
supported,0.2
supporter,0.2
supporters,0.2
supporting,0.2
supportive,0.4
supports,0.4
supports,0.2
survived,0.4
surviving,0.4
survivor,0.4
suspect,-0.2
suspected,-0.2
suspecting,-0.2
suspects,-0.2
suspend,-0.2
suspended,-0.2
sweet,0.4
swift,0.4
swiftly,0.4
swindle,-0.6
swindles,-0.6
swindling,-0.6
sympathetic,0.4
tears,-0.4
tender,0.4
tense,-0.4
tension,-0.2
terrible,-0.6
terribly,-0.6
terrific,0.8
terror,-0.6
terrorize,-0.6
terrorized,-0.6
terrorizes,-0.6
thank,0.4
thanks,0.4
thoughtful,0.4
thoughtless,-0.4
threat,-0.4
threaten,-0.4
threatens,-0.4
threating,-0.4
threats,-0.4
thrilled,1.0
tired,-0.4
toothless,-0.4
top,0.4
tops,0.4
torture,-0.8
tortured,-0.8
tortures,-0.8
torturing,-0.8
totalitarian,-0.4
totalitarianism,-0.4
tout,-0.4
touted,-0.4
touting,-0.4
touts,-0.4
tragedy,-0.4
tragic,-0.4
trap,-0.2
trauma,-0.6
traumatic,-0.6
travesty,-0.4
treason,-0.6
trickery,-0.4
triumph,0.8
trouble,-0.4
troubled,-0.4
troubles,-0.4
true,0.4
trust,0.2
ugly,-0.6
unacceptable,-0.4
unapproved,-0.4
unbelievable,-0.2
unclear,-0.2
unconfirmed,-0.2
unconvinced,-0.2
undermine,-0.4
undermined,-0.4
undermines,-0.4
undermining,-0.4
uneasy,-0.4
unemployment,-0.4
unethical,-0.4
unhappy,-0.4
unimpressed,-0.4
united,0.2
unprofessional,-0.4
unresearched,-0.4
unsatisfied,-0.4
untarnished,0.4
upset,-0.4
upsets,-0.4
upsetting,-0.4
urgent,-0.2
useful,0.4
usefulness,0.4
useless,-0.4
uselessness,-0.4
vague,-0.4
verdict,-0.2
verdicts,-0.2
vested,0.2
victim,-0.6
victims,-0.6
violence,-0.6
violent,-0.6
virtuous,0.4
vision,0.2
visionary,0.6
visioning,0.2
visions,0.2
vitality,0.6
vitamin,0.2
vulnerable,0.4
vulnerable,-0.4
walkout,-0.4
walkouts,-0.4
want,0.2
war,-0.4
warfare,-0.4
warm,0.2
warmth,0.4
warn,-0.4
warned,-0.4
warning,-0.6
warning,-0.4
warnings,-0.6
warns,-0.4
waste,-0.2
wasted,-0.4
wasting,-0.4
weak,-0.4
weakness,-0.4
wealth,0.6
wealthy,0.4
weep,-0.4
weeping,-0.4
weird,-0.4
welcome,0.4
welcomes,0.4
whitewash,-0.6
whore,-0.8
widowed,-0.2
willingness,0.4
win,0.8
winner,0.8
wins,0.8
winwin,0.6
wish,0.2
wishes,0.2
wishing,0.2
withdrawal,-0.6
won,0.6
wonderful,0.8
woo,0.6
woohoo,0.6
wooo,0.8
woow,0.8
worried,-0.6
worry,-0.6
worrying,-0.6
worse,-0.6
worsen,-0.6
worsened,-0.6
worsening,-0.6
worsens,-0.6
worst,-0.6
worth,0.4
wow,0.8
wowow,0.8
wowww,0.8
wrong,-0.4
yeah,0.2
yeees,0.4
yes,0.2
yucky,-0.4
yummy,0.6
zealot,-0.4
zealots,-0.4
